state,county,date,m50_count
California,San Bernardino County,2020-03-20,45
California,San Diego County,2020-03-02,94
California,San Diego County,2020-03-03,97
California,San Diego County,2020-03-04,97
California,San Diego County,2020-03-05,103
California,San Diego County,2020-03-06,110
California,San Diego County,2020-03-09,91
California,San Diego County,2020-03-10,90
California,San Diego County,2020-03-11,95
California,San Diego County,2020-03-12,85
California,San Diego County,2020-03-13,86
California,San Diego County,2020-03-16,65
California,San Diego County,2020-03-17,49
California,San Diego County,2020-03-18,33
California,San Diego County,2020-03-19,26
California,San Diego County,2020-03-20,28
California,San Francisco County,2020-03-02,96
California,San Francisco County,2020-03-03,94
California,San Francisco County,2020-03-04,100
California,San Francisco County,2020-03-05,98
California,San Francisco County,2020-03-06,110
California,San Francisco County,2020-03-09,77
California,San Francisco County,2020-03-10,83
California,San Francisco County,2020-03-11,86
California,San Francisco County,2020-03-12,80
California,San Francisco County,2020-03-13,86
California,San Francisco County,2020-03-16,47
California,San Francisco County,2020-03-17,1
California,San Francisco County,2020-03-18,2
California,San Francisco County,2020-03-19,1
California,San Francisco County,2020-03-20,3
California,San Joaquin County,2020-03-02,90
California,San Joaquin County,2020-03-03,93
California,San Joaquin County,2020-03-04,89
California,San Joaquin County,2020-03-05,100
California,San Joaquin County,2020-03-06,107
California,San Joaquin County,2020-03-09,87
California,San Joaquin County,2020-03-10,94
California,San Joaquin County,2020-03-11,90
California,San Joaquin County,2020-03-12,87
California,San Joaquin County,2020-03-13,92
California,San Joaquin County,2020-03-16,65
California,San Joaquin County,2020-03-17,52
California,San Joaquin County,2020-03-18,48
California,San Joaquin County,2020-03-19,40
California,San Joaquin County,2020-03-20,42
California,San Luis Obispo County,2020-03-02,78
California,San Luis Obispo County,2020-03-03,83
California,San Luis Obispo County,2020-03-04,81
California,San Luis Obispo County,2020-03-05,101
California,San Luis Obispo County,2020-03-06,104
California,San Luis Obispo County,2020-03-09,72
California,San Luis Obispo County,2020-03-10,75
California,San Luis Obispo County,2020-03-11,85
California,San Luis Obispo County,2020-03-12,97
California,San Luis Obispo County,2020-03-13,90
California,San Luis Obispo County,2020-03-16,52
California,San Luis Obispo County,2020-03-17,50
California,San Luis Obispo County,2020-03-18,56
California,San Luis Obispo County,2020-03-19,45
California,San Luis Obispo County,2020-03-20,36
California,San Mateo County,2020-03-02,97
California,San Mateo County,2020-03-03,95
California,San Mateo County,2020-03-04,92
California,San Mateo County,2020-03-05,98
California,San Mateo County,2020-03-06,101
California,San Mateo County,2020-03-09,83
California,San Mateo County,2020-03-10,90
California,San Mateo County,2020-03-11,85
California,San Mateo County,2020-03-12,80
California,San Mateo County,2020-03-13,84
California,San Mateo County,2020-03-16,56
California,San Mateo County,2020-03-17,9
California,San Mateo County,2020-03-18,12
California,San Mateo County,2020-03-19,7
California,San Mateo County,2020-03-20,23
California,Santa Barbara County,2020-03-02,99
California,Santa Barbara County,2020-03-03,100
California,Santa Barbara County,2020-03-04,96
California,Santa Barbara County,2020-03-05,105
California,Santa Barbara County,2020-03-06,120
California,Santa Barbara County,2020-03-09,85
California,Santa Barbara County,2020-03-10,86
California,Santa Barbara County,2020-03-11,87
California,Santa Barbara County,2020-03-12,99
California,Santa Barbara County,2020-03-13,96
California,Santa Barbara County,2020-03-16,57
California,Santa Barbara County,2020-03-17,56
California,Santa Barbara County,2020-03-18,63
California,Santa Barbara County,2020-03-19,46
California,Santa Barbara County,2020-03-20,46
California,Santa Clara County,2020-03-02,97
California,Santa Clara County,2020-03-03,97
California,Santa Clara County,2020-03-04,97
California,Santa Clara County,2020-03-05,102
California,Santa Clara County,2020-03-06,99
California,Santa Clara County,2020-03-09,81
California,Santa Clara County,2020-03-10,86
California,Santa Clara County,2020-03-11,83
California,Santa Clara County,2020-03-12,76
California,Santa Clara County,2020-03-13,75
California,Santa Clara County,2020-03-16,49
California,Santa Clara County,2020-03-17,3
California,Santa Clara County,2020-03-18,7
California,Santa Clara County,2020-03-19,2
California,Santa Clara County,2020-03-20,13
California,Santa Cruz County,2020-03-02,92
California,Santa Cruz County,2020-03-03,97
California,Santa Cruz County,2020-03-04,94
California,Santa Cruz County,2020-03-05,111
California,Santa Cruz County,2020-03-06,105
California,Santa Cruz County,2020-03-09,94
California,Santa Cruz County,2020-03-10,88
California,Santa Cruz County,2020-03-11,95
California,Santa Cruz County,2020-03-12,83
California,Santa Cruz County,2020-03-13,86
California,Santa Cruz County,2020-03-16,59
California,Santa Cruz County,2020-03-17,22
California,Santa Cruz County,2020-03-18,28
California,Santa Cruz County,2020-03-19,23
California,Santa Cruz County,2020-03-20,34
California,Shasta County,2020-03-02,98
California,Shasta County,2020-03-03,100
California,Shasta County,2020-03-04,96
California,Shasta County,2020-03-05,108
California,Shasta County,2020-03-06,110
California,Shasta County,2020-03-09,95
California,Shasta County,2020-03-10,98
California,Shasta County,2020-03-11,92
California,Shasta County,2020-03-12,97
California,Shasta County,2020-03-13,98
California,Shasta County,2020-03-16,93
California,Shasta County,2020-03-17,68
California,Shasta County,2020-03-18,74
California,Shasta County,2020-03-19,74
California,Shasta County,2020-03-20,72
California,Siskiyou County,2020-03-02,95
California,Siskiyou County,2020-03-03,128
California,Siskiyou County,2020-03-04,94
California,Siskiyou County,2020-03-05,136
California,Siskiyou County,2020-03-06,144
California,Siskiyou County,2020-03-09,117
California,Siskiyou County,2020-03-10,104
California,Siskiyou County,2020-03-11,143
California,Siskiyou County,2020-03-12,181
California,Siskiyou County,2020-03-13,165
California,Siskiyou County,2020-03-16,112
California,Siskiyou County,2020-03-17,61
California,Siskiyou County,2020-03-18,92
California,Siskiyou County,2020-03-19,65
California,Siskiyou County,2020-03-20,46
California,Solano County,2020-03-02,91
California,Solano County,2020-03-03,95
California,Solano County,2020-03-04,95
California,Solano County,2020-03-05,104
California,Solano County,2020-03-06,111
California,Solano County,2020-03-09,84
California,Solano County,2020-03-10,97
California,Solano County,2020-03-11,96
California,Solano County,2020-03-12,89
California,Solano County,2020-03-13,99
California,Solano County,2020-03-16,66
California,Solano County,2020-03-17,44
California,Solano County,2020-03-18,41
California,Solano County,2020-03-19,28
California,Solano County,2020-03-20,41
California,Sonoma County,2020-03-02,96
California,Sonoma County,2020-03-03,94
California,Sonoma County,2020-03-04,93
California,Sonoma County,2020-03-05,101
California,Sonoma County,2020-03-06,108
California,Sonoma County,2020-03-09,92
California,Sonoma County,2020-03-10,102
California,Sonoma County,2020-03-11,94
California,Sonoma County,2020-03-12,99
California,Sonoma County,2020-03-13,98
California,Sonoma County,2020-03-16,70
California,Sonoma County,2020-03-17,51
California,Sonoma County,2020-03-18,23
California,Sonoma County,2020-03-19,23
California,Sonoma County,2020-03-20,33
California,Stanislaus County,2020-03-02,98
California,Stanislaus County,2020-03-03,100
California,Stanislaus County,2020-03-04,95
California,Stanislaus County,2020-03-05,102
California,Stanislaus County,2020-03-06,108
California,Stanislaus County,2020-03-09,94
California,Stanislaus County,2020-03-10,101
California,Stanislaus County,2020-03-11,95
California,Stanislaus County,2020-03-12,95
California,Stanislaus County,2020-03-13,98
California,Stanislaus County,2020-03-16,80
California,Stanislaus County,2020-03-17,67
California,Stanislaus County,2020-03-18,68
California,Stanislaus County,2020-03-19,56
California,Stanislaus County,2020-03-20,62
California,Sutter County,2020-03-02,96
California,Sutter County,2020-03-03,97
California,Sutter County,2020-03-04,91
California,Sutter County,2020-03-05,102
California,Sutter County,2020-03-06,103
California,Sutter County,2020-03-09,92
California,Sutter County,2020-03-10,98
California,Sutter County,2020-03-11,101
California,Sutter County,2020-03-12,95
California,Sutter County,2020-03-13,99
California,Sutter County,2020-03-16,87
California,Sutter County,2020-03-17,69
California,Sutter County,2020-03-18,64
California,Sutter County,2020-03-19,64
California,Sutter County,2020-03-20,63
California,Tehama County,2020-03-02,100
California,Tehama County,2020-03-03,87
California,Tehama County,2020-03-04,92
California,Tehama County,2020-03-05,107
California,Tehama County,2020-03-06,159
California,Tehama County,2020-03-09,104
California,Tehama County,2020-03-10,108
California,Tehama County,2020-03-11,106
California,Tehama County,2020-03-12,112
California,Tehama County,2020-03-13,107
California,Tehama County,2020-03-16,71
California,Tehama County,2020-03-17,64
California,Tehama County,2020-03-18,69
California,Tehama County,2020-03-19,77
California,Tehama County,2020-03-20,73
California,Tulare County,2020-03-02,95
California,Tulare County,2020-03-03,97
California,Tulare County,2020-03-04,93
California,Tulare County,2020-03-05,105
California,Tulare County,2020-03-06,113
California,Tulare County,2020-03-09,94
California,Tulare County,2020-03-10,103
California,Tulare County,2020-03-11,92
California,Tulare County,2020-03-12,101
California,Tulare County,2020-03-13,101
California,Tulare County,2020-03-16,76
California,Tulare County,2020-03-17,70
California,Tulare County,2020-03-18,71
California,Tulare County,2020-03-19,51
California,Tulare County,2020-03-20,61
California,Tuolumne County,2020-03-02,98
California,Tuolumne County,2020-03-03,86
California,Tuolumne County,2020-03-04,92
California,Tuolumne County,2020-03-05,102
California,Tuolumne County,2020-03-06,114
California,Tuolumne County,2020-03-09,100
California,Tuolumne County,2020-03-10,92
California,Tuolumne County,2020-03-11,94
California,Tuolumne County,2020-03-12,86
California,Tuolumne County,2020-03-13,102
California,Tuolumne County,2020-03-16,31
California,Tuolumne County,2020-03-17,46
California,Tuolumne County,2020-03-18,66
California,Tuolumne County,2020-03-19,55
California,Tuolumne County,2020-03-20,55
California,Ventura County,2020-03-02,95
California,Ventura County,2020-03-03,96
California,Ventura County,2020-03-04,99
California,Ventura County,2020-03-05,102
California,Ventura County,2020-03-06,109
California,Ventura County,2020-03-09,90
California,Ventura County,2020-03-10,87
California,Ventura County,2020-03-11,93
California,Ventura County,2020-03-12,87
California,Ventura County,2020-03-13,84
California,Ventura County,2020-03-16,57
California,Ventura County,2020-03-17,50
California,Ventura County,2020-03-18,50
California,Ventura County,2020-03-19,38
California,Ventura County,2020-03-20,35
California,Yolo County,2020-03-02,92
California,Yolo County,2020-03-03,98
California,Yolo County,2020-03-04,99
California,Yolo County,2020-03-05,102
California,Yolo County,2020-03-06,124
California,Yolo County,2020-03-09,83
California,Yolo County,2020-03-10,98
California,Yolo County,2020-03-11,100
California,Yolo County,2020-03-12,101
California,Yolo County,2020-03-13,103
California,Yolo County,2020-03-16,71
California,Yolo County,2020-03-17,58
California,Yolo County,2020-03-18,47
California,Yolo County,2020-03-19,29
California,Yolo County,2020-03-20,43
California,Yuba County,2020-03-02,96
California,Yuba County,2020-03-03,100
California,Yuba County,2020-03-04,97
California,Yuba County,2020-03-05,106
California,Yuba County,2020-03-06,110
California,Yuba County,2020-03-09,97
California,Yuba County,2020-03-10,104
California,Yuba County,2020-03-11,99
California,Yuba County,2020-03-12,90
California,Yuba County,2020-03-13,96
California,Yuba County,2020-03-16,78
California,Yuba County,2020-03-17,67
California,Yuba County,2020-03-18,59
California,Yuba County,2020-03-19,55
California,Yuba County,2020-03-20,51
Colorado,,2020-03-02,92
Colorado,,2020-03-03,100
Colorado,,2020-03-04,101
Colorado,,2020-03-05,105
Colorado,,2020-03-06,115
Colorado,,2020-03-09,97
Colorado,,2020-03-10,100
Colorado,,2020-03-11,103
Colorado,,2020-03-12,103
Colorado,,2020-03-13,93
Colorado,,2020-03-16,67
Colorado,,2020-03-17,46
Colorado,,2020-03-18,45
Colorado,,2020-03-19,5
Colorado,,2020-03-20,23
Colorado,Adams County,2020-03-02,93
Colorado,Adams County,2020-03-03,98
Colorado,Adams County,2020-03-04,102
Colorado,Adams County,2020-03-05,107
Colorado,Adams County,2020-03-06,111
Colorado,Adams County,2020-03-09,95
Colorado,Adams County,2020-03-10,101
Colorado,Adams County,2020-03-11,103
Colorado,Adams County,2020-03-12,99
Colorado,Adams County,2020-03-13,89
Colorado,Adams County,2020-03-16,62
Colorado,Adams County,2020-03-17,44
Colorado,Adams County,2020-03-18,43
Colorado,Adams County,2020-03-19,3
Colorado,Adams County,2020-03-20,19
Colorado,Alamosa County,2020-03-02,102
Colorado,Alamosa County,2020-03-03,99
Colorado,Alamosa County,2020-03-04,89
Colorado,Alamosa County,2020-03-05,118
Colorado,Alamosa County,2020-03-06,151
Colorado,Alamosa County,2020-03-09,98
Colorado,Alamosa County,2020-03-10,90
Colorado,Alamosa County,2020-03-11,106
Colorado,Alamosa County,2020-03-12,114
Colorado,Alamosa County,2020-03-13,103
Colorado,Alamosa County,2020-03-16,110
Colorado,Alamosa County,2020-03-17,110
Colorado,Alamosa County,2020-03-18,86
Colorado,Alamosa County,2020-03-19,79
Colorado,Alamosa County,2020-03-20,84
Colorado,Arapahoe County,2020-03-02,92
Colorado,Arapahoe County,2020-03-03,100
Colorado,Arapahoe County,2020-03-04,102
Colorado,Arapahoe County,2020-03-05,105
Colorado,Arapahoe County,2020-03-06,114
Colorado,Arapahoe County,2020-03-09,98
Colorado,Arapahoe County,2020-03-10,101
Colorado,Arapahoe County,2020-03-11,103
Colorado,Arapahoe County,2020-03-12,99
Colorado,Arapahoe County,2020-03-13,92
Colorado,Arapahoe County,2020-03-16,61
Colorado,Arapahoe County,2020-03-17,37
Colorado,Arapahoe County,2020-03-18,36
Colorado,Arapahoe County,2020-03-19,0
Colorado,Arapahoe County,2020-03-20,11
Colorado,Archuleta County,2020-03-02,89
Colorado,Archuleta County,2020-03-03,82
Colorado,Archuleta County,2020-03-04,96
Colorado,Archuleta County,2020-03-05,93
Colorado,Archuleta County,2020-03-06,103
Colorado,Archuleta County,2020-03-09,235
Colorado,Archuleta County,2020-03-10,166
Colorado,Archuleta County,2020-03-11,210
Colorado,Archuleta County,2020-03-12,169
Colorado,Archuleta County,2020-03-13,149
Colorado,Archuleta County,2020-03-16,127
Colorado,Archuleta County,2020-03-17,115
Colorado,Archuleta County,2020-03-18,116
Colorado,Archuleta County,2020-03-19,27
Colorado,Archuleta County,2020-03-20,72
Colorado,Boulder County,2020-03-02,91
Colorado,Boulder County,2020-03-03,97
Colorado,Boulder County,2020-03-04,102
Colorado,Boulder County,2020-03-05,104
Colorado,Boulder County,2020-03-06,128
Colorado,Boulder County,2020-03-09,93
Colorado,Boulder County,2020-03-10,97
Colorado,Boulder County,2020-03-11,102
Colorado,Boulder County,2020-03-12,99
Colorado,Boulder County,2020-03-13,87
Colorado,Boulder County,2020-03-16,53
Colorado,Boulder County,2020-03-17,36
Colorado,Boulder County,2020-03-18,38
Colorado,Boulder County,2020-03-19,0
Colorado,Boulder County,2020-03-20,10
Colorado,Broomfield County,2020-03-02,90
Colorado,Broomfield County,2020-03-03,98
Colorado,Broomfield County,2020-03-04,100
Colorado,Broomfield County,2020-03-05,105
Colorado,Broomfield County,2020-03-06,110
Colorado,Broomfield County,2020-03-09,98
Colorado,Broomfield County,2020-03-10,94
Colorado,Broomfield County,2020-03-11,102
Colorado,Broomfield County,2020-03-12,92
Colorado,Broomfield County,2020-03-13,92
Colorado,Broomfield County,2020-03-16,57
Colorado,Broomfield County,2020-03-17,28
Colorado,Broomfield County,2020-03-18,33
Colorado,Broomfield County,2020-03-19,0
Colorado,Broomfield County,2020-03-20,9
Colorado,Chaffee County,2020-03-02,89
Colorado,Chaffee County,2020-03-03,100
Colorado,Chaffee County,2020-03-04,104
Colorado,Chaffee County,2020-03-05,184
Colorado,Chaffee County,2020-03-06,184
Colorado,Chaffee County,2020-03-09,259
Colorado,Chaffee County,2020-03-10,247
Colorado,Chaffee County,2020-03-11,291
Colorado,Chaffee County,2020-03-12,201
Colorado,Chaffee County,2020-03-13,105
Colorado,Chaffee County,2020-03-16,129
Colorado,Chaffee County,2020-03-17,81
Colorado,Chaffee County,2020-03-18,86
Colorado,Chaffee County,2020-03-19,25
Colorado,Chaffee County,2020-03-20,50
Colorado,Clear Creek County,2020-03-02,55
Colorado,Clear Creek County,2020-03-03,100
Colorado,Clear Creek County,2020-03-04,127
Colorado,Clear Creek County,2020-03-05,88
Colorado,Clear Creek County,2020-03-06,103
Colorado,Clear Creek County,2020-03-09,103
Colorado,Clear Creek County,2020-03-10,95
Colorado,Clear Creek County,2020-03-11,106
Colorado,Clear Creek County,2020-03-12,143
Colorado,Clear Creek County,2020-03-13,154
Colorado,Clear Creek County,2020-03-16,61
Colorado,Clear Creek County,2020-03-17,17
Colorado,Clear Creek County,2020-03-18,32
Colorado,Clear Creek County,2020-03-19,0
Colorado,Clear Creek County,2020-03-20,0
Colorado,Delta County,2020-03-02,64
Colorado,Delta County,2020-03-03,91
Colorado,Delta County,2020-03-04,100
Colorado,Delta County,2020-03-05,183
Colorado,Delta County,2020-03-06,206
Colorado,Delta County,2020-03-09,132
Colorado,Delta County,2020-03-10,94
Colorado,Delta County,2020-03-11,119
Colorado,Delta County,2020-03-12,99
Colorado,Delta County,2020-03-13,80
Colorado,Delta County,2020-03-16,51
Colorado,Delta County,2020-03-17,61
Colorado,Delta County,2020-03-18,7
Colorado,Delta County,2020-03-19,3
Colorado,Delta County,2020-03-20,26
Colorado,Denver County,2020-03-02,98
Colorado,Denver County,2020-03-03,92
Colorado,Denver County,2020-03-04,104
Colorado,Denver County,2020-03-05,102
Colorado,Denver County,2020-03-06,115
Colorado,Denver County,2020-03-09,197
Colorado,Denver County,2020-03-10,114
Colorado,Denver County,2020-03-11,109
Colorado,Denver County,2020-03-12,115
Colorado,Denver County,2020-03-13,114
Colorado,Denver County,2020-03-16,60
Colorado,Denver County,2020-03-17,26
Colorado,Denver County,2020-03-18,25
Colorado,Denver County,2020-03-19,1
Colorado,Denver County,2020-03-20,1
Colorado,Douglas County,2020-03-02,93
Colorado,Douglas County,2020-03-03,100
Colorado,Douglas County,2020-03-04,100
Colorado,Douglas County,2020-03-05,102
Colorado,Douglas County,2020-03-06,110
Colorado,Douglas County,2020-03-09,95
Colorado,Douglas County,2020-03-10,98
Colorado,Douglas County,2020-03-11,103
Colorado,Douglas County,2020-03-12,96
Colorado,Douglas County,2020-03-13,83
Colorado,Douglas County,2020-03-16,55
Colorado,Douglas County,2020-03-17,37
Colorado,Douglas County,2020-03-18,36
Colorado,Douglas County,2020-03-19,0
Colorado,Douglas County,2020-03-20,23
Colorado,Eagle County,2020-03-02,98
Colorado,Eagle County,2020-03-03,100
Colorado,Eagle County,2020-03-04,110
Colorado,Eagle County,2020-03-05,100
Colorado,Eagle County,2020-03-06,106
Colorado,Eagle County,2020-03-09,83
Colorado,Eagle County,2020-03-10,82
Colorado,Eagle County,2020-03-11,99
Colorado,Eagle County,2020-03-12,109
Colorado,Eagle County,2020-03-13,124
Colorado,Eagle County,2020-03-16,109
Colorado,Eagle County,2020-03-17,45
Colorado,Eagle County,2020-03-18,36
Colorado,Eagle County,2020-03-19,14
Colorado,Eagle County,2020-03-20,18
Colorado,El Paso County,2020-03-02,82
Colorado,El Paso County,2020-03-03,102
Colorado,El Paso County,2020-03-04,100
Colorado,El Paso County,2020-03-05,105
Colorado,El Paso County,2020-03-06,115
Colorado,El Paso County,2020-03-09,98
Colorado,El Paso County,2020-03-10,103
Colorado,El Paso County,2020-03-11,104
Colorado,El Paso County,2020-03-12,107
Colorado,El Paso County,2020-03-13,87
Colorado,El Paso County,2020-03-16,75
Colorado,El Paso County,2020-03-17,47
Colorado,El Paso County,2020-03-18,54
Colorado,El Paso County,2020-03-19,3
Colorado,El Paso County,2020-03-20,27
Colorado,Elbert County,2020-03-02,92
Colorado,Elbert County,2020-03-03,108
Colorado,Elbert County,2020-03-04,105
Colorado,Elbert County,2020-03-05,100
Colorado,Elbert County,2020-03-06,104
Colorado,Elbert County,2020-03-09,91
Colorado,Elbert County,2020-03-10,93
Colorado,Elbert County,2020-03-11,102
Colorado,Elbert County,2020-03-12,92
Colorado,Elbert County,2020-03-13,90
Colorado,Elbert County,2020-03-16,70
Colorado,Elbert County,2020-03-17,42
Colorado,Elbert County,2020-03-18,61
Colorado,Elbert County,2020-03-19,0
Colorado,Elbert County,2020-03-20,11
Colorado,Fremont County,2020-03-02,99
Colorado,Fremont County,2020-03-03,98
Colorado,Fremont County,2020-03-04,100
Colorado,Fremont County,2020-03-05,101
Colorado,Fremont County,2020-03-06,106
Colorado,Fremont County,2020-03-09,104
Colorado,Fremont County,2020-03-10,99
Colorado,Fremont County,2020-03-11,109
Colorado,Fremont County,2020-03-12,120
Colorado,Fremont County,2020-03-13,100
Colorado,Fremont County,2020-03-16,87
Colorado,Fremont County,2020-03-17,64
Colorado,Fremont County,2020-03-18,67
Colorado,Fremont County,2020-03-19,43
Colorado,Fremont County,2020-03-20,50
Colorado,Garfield County,2020-03-02,106
Colorado,Garfield County,2020-03-03,111
Colorado,Garfield County,2020-03-04,99
Colorado,Garfield County,2020-03-05,121
Colorado,Garfield County,2020-03-06,138
Colorado,Garfield County,2020-03-09,96
Colorado,Garfield County,2020-03-10,106
Colorado,Garfield County,2020-03-11,93
Colorado,Garfield County,2020-03-12,115
Colorado,Garfield County,2020-03-13,115
Colorado,Garfield County,2020-03-16,62
Colorado,Garfield County,2020-03-17,35
Colorado,Garfield County,2020-03-18,44
Colorado,Garfield County,2020-03-19,24
Colorado,Garfield County,2020-03-20,23
Colorado,Gilpin County,2020-03-06,95
Colorado,Gilpin County,2020-03-09,96
Colorado,Grand County,2020-03-02,93
Colorado,Grand County,2020-03-03,73
Colorado,Grand County,2020-03-04,92
Colorado,Grand County,2020-03-05,100
Colorado,Grand County,2020-03-06,94
Colorado,Grand County,2020-03-09,67
Colorado,Grand County,2020-03-10,73
Colorado,Grand County,2020-03-11,97
Colorado,Grand County,2020-03-12,111
Colorado,Grand County,2020-03-13,128
Colorado,Grand County,2020-03-16,81
Colorado,Grand County,2020-03-17,59
Colorado,Grand County,2020-03-18,74
Colorado,Grand County,2020-03-19,8
Colorado,Grand County,2020-03-20,26
Colorado,Gunnison County,2020-03-02,97
Colorado,Gunnison County,2020-03-03,100
Colorado,Gunnison County,2020-03-04,95
Colorado,Gunnison County,2020-03-05,107
Colorado,Gunnison County,2020-03-06,115
Colorado,Gunnison County,2020-03-09,110
Colorado,Gunnison County,2020-03-10,99
Colorado,Gunnison County,2020-03-11,145
Colorado,Gunnison County,2020-03-12,141
Colorado,Gunnison County,2020-03-13,204
Colorado,Gunnison County,2020-03-16,234
Colorado,Gunnison County,2020-03-17,91
Colorado,Gunnison County,2020-03-18,50
Colorado,Gunnison County,2020-03-19,3
Colorado,Gunnison County,2020-03-20,9
Colorado,Jefferson County,2020-03-02,93
Colorado,Jefferson County,2020-03-03,100
Colorado,Jefferson County,2020-03-04,102
Colorado,Jefferson County,2020-03-05,107
Colorado,Jefferson County,2020-03-06,113
Colorado,Jefferson County,2020-03-09,96
Colorado,Jefferson County,2020-03-10,101
Colorado,Jefferson County,2020-03-11,103
Colorado,Jefferson County,2020-03-12,98
Colorado,Jefferson County,2020-03-13,88
Colorado,Jefferson County,2020-03-16,60
Colorado,Jefferson County,2020-03-17,40
Colorado,Jefferson County,2020-03-18,35
Colorado,Jefferson County,2020-03-19,0
Colorado,Jefferson County,2020-03-20,12
Colorado,Kit Carson County,2020-03-02,81
Colorado,Kit Carson County,2020-03-03,100
Colorado,Kit Carson County,2020-03-04,100
Colorado,Kit Carson County,2020-03-05,101
Colorado,Kit Carson County,2020-03-06,150
Colorado,Kit Carson County,2020-03-09,83
Colorado,Kit Carson County,2020-03-10,118
Colorado,Kit Carson County,2020-03-11,81
Colorado,Kit Carson County,2020-03-12,100
Colorado,Kit Carson County,2020-03-13,83
Colorado,Kit Carson County,2020-03-16,91
Colorado,Kit Carson County,2020-03-17,88
Colorado,Kit Carson County,2020-03-18,75
Colorado,Kit Carson County,2020-03-19,49
Colorado,Kit Carson County,2020-03-20,46
Colorado,La Plata County,2020-03-02,98
Colorado,La Plata County,2020-03-03,104
Colorado,La Plata County,2020-03-04,106
Colorado,La Plata County,2020-03-05,121
Colorado,La Plata County,2020-03-06,131
Colorado,La Plata County,2020-03-09,135
Colorado,La Plata County,2020-03-10,127
Colorado,La Plata County,2020-03-11,137
Colorado,La Plata County,2020-03-12,164
Colorado,La Plata County,2020-03-13,164
Colorado,La Plata County,2020-03-16,123
Colorado,La Plata County,2020-03-17,97
Colorado,La Plata County,2020-03-18,83
Colorado,La Plata County,2020-03-19,13
Colorado,La Plata County,2020-03-20,61
Colorado,Larimer County,2020-03-02,94
Colorado,Larimer County,2020-03-03,98
Colorado,Larimer County,2020-03-04,100
Colorado,Larimer County,2020-03-05,103
Colorado,Larimer County,2020-03-06,119
Colorado,Larimer County,2020-03-09,95
Colorado,Larimer County,2020-03-10,102
Colorado,Larimer County,2020-03-11,103
Colorado,Larimer County,2020-03-12,105
Colorado,Larimer County,2020-03-13,106
Colorado,Larimer County,2020-03-16,80
Colorado,Larimer County,2020-03-17,62
Colorado,Larimer County,2020-03-18,63
Colorado,Larimer County,2020-03-19,9
Colorado,Larimer County,2020-03-20,26
Colorado,Las Animas County,2020-03-02,99
Colorado,Las Animas County,2020-03-03,85
Colorado,Las Animas County,2020-03-04,95
Colorado,Las Animas County,2020-03-05,140
Colorado,Las Animas County,2020-03-06,137
Colorado,Las Animas County,2020-03-09,146
Colorado,Las Animas County,2020-03-10,114
Colorado,Las Animas County,2020-03-11,106
Colorado,Las Animas County,2020-03-12,112
Colorado,Las Animas County,2020-03-13,157
Colorado,Las Animas County,2020-03-16,136
Colorado,Las Animas County,2020-03-17,94
Colorado,Las Animas County,2020-03-18,135
Colorado,Las Animas County,2020-03-19,100
Colorado,Las Animas County,2020-03-20,80
Colorado,Lincoln County,2020-03-02,62
Colorado,Lincoln County,2020-03-03,103
Colorado,Lincoln County,2020-03-04,87
Colorado,Lincoln County,2020-03-05,84
Colorado,Lincoln County,2020-03-06,110
Colorado,Lincoln County,2020-03-09,77
Colorado,Lincoln County,2020-03-10,62
Colorado,Lincoln County,2020-03-11,72
Colorado,Lincoln County,2020-03-12,207
Colorado,Lincoln County,2020-03-13,177
Colorado,Lincoln County,2020-03-16,146
Colorado,Lincoln County,2020-03-17,160
Colorado,Lincoln County,2020-03-18,104
Colorado,Lincoln County,2020-03-19,59
Colorado,Lincoln County,2020-03-20,150
Colorado,Logan County,2020-03-02,87
Colorado,Logan County,2020-03-03,109
Colorado,Logan County,2020-03-04,92
Colorado,Logan County,2020-03-05,115
Colorado,Logan County,2020-03-06,126
Colorado,Logan County,2020-03-09,99
Colorado,Logan County,2020-03-10,109
Colorado,Logan County,2020-03-11,100
Colorado,Logan County,2020-03-12,103
Colorado,Logan County,2020-03-13,100
Colorado,Logan County,2020-03-16,85
Colorado,Logan County,2020-03-17,95
Colorado,Logan County,2020-03-18,88
Colorado,Logan County,2020-03-19,56
Colorado,Logan County,2020-03-20,72
Colorado,Mesa County,2020-03-02,102
Colorado,Mesa County,2020-03-03,104
Colorado,Mesa County,2020-03-04,107
Colorado,Mesa County,2020-03-05,107
Colorado,Mesa County,2020-03-06,116
Colorado,Mesa County,2020-03-09,100
Colorado,Mesa County,2020-03-10,96
Colorado,Mesa County,2020-03-11,106
Colorado,Mesa County,2020-03-12,112
Colorado,Mesa County,2020-03-13,105
Colorado,Mesa County,2020-03-16,94
Colorado,Mesa County,2020-03-17,77
Colorado,Mesa County,2020-03-18,65
Colorado,Mesa County,2020-03-19,58
Colorado,Mesa County,2020-03-20,59
Colorado,Moffat County,2020-03-02,83
Colorado,Moffat County,2020-03-03,96
Colorado,Moffat County,2020-03-04,104
Colorado,Moffat County,2020-03-05,112
Colorado,Moffat County,2020-03-06,129
Colorado,Moffat County,2020-03-09,95
Colorado,Moffat County,2020-03-10,102
Colorado,Moffat County,2020-03-11,115
Colorado,Moffat County,2020-03-12,107
Colorado,Moffat County,2020-03-13,87
Colorado,Moffat County,2020-03-16,92
Colorado,Moffat County,2020-03-17,76
Colorado,Moffat County,2020-03-18,105
Colorado,Moffat County,2020-03-19,84
Colorado,Moffat County,2020-03-20,78
Colorado,Montezuma County,2020-03-02,65
