state,county,date,m50_count
North Carolina,Swain County,2020-03-03,113
North Carolina,Swain County,2020-03-04,89
North Carolina,Swain County,2020-03-05,78
North Carolina,Swain County,2020-03-06,140
North Carolina,Swain County,2020-03-09,102
North Carolina,Swain County,2020-03-10,78
North Carolina,Swain County,2020-03-11,99
North Carolina,Swain County,2020-03-12,101
North Carolina,Swain County,2020-03-13,102
North Carolina,Swain County,2020-03-16,90
North Carolina,Swain County,2020-03-17,81
North Carolina,Swain County,2020-03-18,69
North Carolina,Swain County,2020-03-19,80
North Carolina,Swain County,2020-03-20,69
North Carolina,Transylvania County,2020-03-02,93
North Carolina,Transylvania County,2020-03-03,94
North Carolina,Transylvania County,2020-03-04,94
North Carolina,Transylvania County,2020-03-05,92
North Carolina,Transylvania County,2020-03-06,137
North Carolina,Transylvania County,2020-03-09,97
North Carolina,Transylvania County,2020-03-10,101
North Carolina,Transylvania County,2020-03-11,97
North Carolina,Transylvania County,2020-03-12,128
North Carolina,Transylvania County,2020-03-13,111
North Carolina,Transylvania County,2020-03-16,83
North Carolina,Transylvania County,2020-03-17,78
North Carolina,Transylvania County,2020-03-18,50
North Carolina,Transylvania County,2020-03-19,68
North Carolina,Transylvania County,2020-03-20,72
North Carolina,Union County,2020-03-02,103
North Carolina,Union County,2020-03-03,96
North Carolina,Union County,2020-03-04,101
North Carolina,Union County,2020-03-05,99
North Carolina,Union County,2020-03-06,110
North Carolina,Union County,2020-03-09,95
North Carolina,Union County,2020-03-10,101
North Carolina,Union County,2020-03-11,101
North Carolina,Union County,2020-03-12,100
North Carolina,Union County,2020-03-13,94
North Carolina,Union County,2020-03-16,72
North Carolina,Union County,2020-03-17,60
North Carolina,Union County,2020-03-18,49
North Carolina,Union County,2020-03-19,54
North Carolina,Union County,2020-03-20,59
North Carolina,Vance County,2020-03-02,101
North Carolina,Vance County,2020-03-03,98
North Carolina,Vance County,2020-03-04,100
North Carolina,Vance County,2020-03-05,111
North Carolina,Vance County,2020-03-06,119
North Carolina,Vance County,2020-03-09,100
North Carolina,Vance County,2020-03-10,103
North Carolina,Vance County,2020-03-11,103
North Carolina,Vance County,2020-03-12,106
North Carolina,Vance County,2020-03-13,106
North Carolina,Vance County,2020-03-16,76
North Carolina,Vance County,2020-03-17,76
North Carolina,Vance County,2020-03-18,64
North Carolina,Vance County,2020-03-19,69
North Carolina,Vance County,2020-03-20,82
North Carolina,Wake County,2020-03-02,102
North Carolina,Wake County,2020-03-03,97
North Carolina,Wake County,2020-03-04,100
North Carolina,Wake County,2020-03-05,103
North Carolina,Wake County,2020-03-06,114
North Carolina,Wake County,2020-03-09,102
North Carolina,Wake County,2020-03-10,101
North Carolina,Wake County,2020-03-11,101
North Carolina,Wake County,2020-03-12,100
North Carolina,Wake County,2020-03-13,94
North Carolina,Wake County,2020-03-16,60
North Carolina,Wake County,2020-03-17,50
North Carolina,Wake County,2020-03-18,39
North Carolina,Wake County,2020-03-19,41
North Carolina,Wake County,2020-03-20,49
North Carolina,Warren County,2020-03-02,95
North Carolina,Warren County,2020-03-03,91
North Carolina,Warren County,2020-03-04,107
North Carolina,Warren County,2020-03-05,78
North Carolina,Warren County,2020-03-06,109
North Carolina,Warren County,2020-03-09,79
North Carolina,Warren County,2020-03-10,90
North Carolina,Warren County,2020-03-11,102
North Carolina,Warren County,2020-03-12,90
North Carolina,Warren County,2020-03-13,110
North Carolina,Warren County,2020-03-16,98
North Carolina,Warren County,2020-03-17,84
North Carolina,Warren County,2020-03-18,53
North Carolina,Warren County,2020-03-19,89
North Carolina,Warren County,2020-03-20,54
North Carolina,Washington County,2020-03-02,103
North Carolina,Washington County,2020-03-03,57
North Carolina,Washington County,2020-03-04,100
North Carolina,Washington County,2020-03-05,119
North Carolina,Washington County,2020-03-06,154
North Carolina,Washington County,2020-03-09,91
North Carolina,Washington County,2020-03-10,114
North Carolina,Washington County,2020-03-11,84
North Carolina,Washington County,2020-03-12,98
North Carolina,Washington County,2020-03-13,120
North Carolina,Washington County,2020-03-16,42
North Carolina,Washington County,2020-03-17,70
North Carolina,Washington County,2020-03-18,51
North Carolina,Washington County,2020-03-19,74
North Carolina,Washington County,2020-03-20,35
North Carolina,Watauga County,2020-03-02,100
North Carolina,Watauga County,2020-03-03,89
North Carolina,Watauga County,2020-03-04,103
North Carolina,Watauga County,2020-03-05,134
North Carolina,Watauga County,2020-03-06,285
North Carolina,Watauga County,2020-03-09,221
North Carolina,Watauga County,2020-03-10,194
North Carolina,Watauga County,2020-03-11,229
North Carolina,Watauga County,2020-03-12,224
North Carolina,Watauga County,2020-03-13,240
North Carolina,Watauga County,2020-03-16,157
North Carolina,Watauga County,2020-03-17,138
North Carolina,Watauga County,2020-03-18,116
North Carolina,Watauga County,2020-03-19,167
North Carolina,Watauga County,2020-03-20,123
North Carolina,Wayne County,2020-03-02,109
North Carolina,Wayne County,2020-03-03,100
North Carolina,Wayne County,2020-03-04,102
North Carolina,Wayne County,2020-03-05,99
North Carolina,Wayne County,2020-03-06,112
North Carolina,Wayne County,2020-03-09,104
North Carolina,Wayne County,2020-03-10,106
North Carolina,Wayne County,2020-03-11,101
North Carolina,Wayne County,2020-03-12,107
North Carolina,Wayne County,2020-03-13,106
North Carolina,Wayne County,2020-03-16,87
North Carolina,Wayne County,2020-03-17,81
North Carolina,Wayne County,2020-03-18,74
North Carolina,Wayne County,2020-03-19,80
North Carolina,Wayne County,2020-03-20,84
North Carolina,Wilkes County,2020-03-02,110
North Carolina,Wilkes County,2020-03-03,96
North Carolina,Wilkes County,2020-03-04,103
North Carolina,Wilkes County,2020-03-05,103
North Carolina,Wilkes County,2020-03-06,110
North Carolina,Wilkes County,2020-03-09,100
North Carolina,Wilkes County,2020-03-10,100
North Carolina,Wilkes County,2020-03-11,102
North Carolina,Wilkes County,2020-03-12,104
North Carolina,Wilkes County,2020-03-13,105
North Carolina,Wilkes County,2020-03-16,93
North Carolina,Wilkes County,2020-03-17,88
North Carolina,Wilkes County,2020-03-18,80
North Carolina,Wilkes County,2020-03-19,86
North Carolina,Wilkes County,2020-03-20,88
North Carolina,Wilson County,2020-03-02,104
North Carolina,Wilson County,2020-03-03,102
North Carolina,Wilson County,2020-03-04,99
North Carolina,Wilson County,2020-03-05,111
North Carolina,Wilson County,2020-03-06,145
North Carolina,Wilson County,2020-03-09,101
North Carolina,Wilson County,2020-03-10,96
North Carolina,Wilson County,2020-03-11,97
North Carolina,Wilson County,2020-03-12,112
North Carolina,Wilson County,2020-03-13,112
North Carolina,Wilson County,2020-03-16,94
North Carolina,Wilson County,2020-03-17,81
North Carolina,Wilson County,2020-03-18,78
North Carolina,Wilson County,2020-03-19,83
North Carolina,Wilson County,2020-03-20,84
North Carolina,Yadkin County,2020-03-02,94
North Carolina,Yadkin County,2020-03-03,98
North Carolina,Yadkin County,2020-03-04,103
North Carolina,Yadkin County,2020-03-05,99
North Carolina,Yadkin County,2020-03-06,113
North Carolina,Yadkin County,2020-03-09,95
North Carolina,Yadkin County,2020-03-10,102
North Carolina,Yadkin County,2020-03-11,98
North Carolina,Yadkin County,2020-03-12,108
North Carolina,Yadkin County,2020-03-13,102
North Carolina,Yadkin County,2020-03-16,76
North Carolina,Yadkin County,2020-03-17,83
North Carolina,Yadkin County,2020-03-18,69
North Carolina,Yadkin County,2020-03-19,72
North Carolina,Yadkin County,2020-03-20,76
North Carolina,Yancey County,2020-03-02,101
North Carolina,Yancey County,2020-03-03,118
North Carolina,Yancey County,2020-03-04,100
North Carolina,Yancey County,2020-03-05,96
North Carolina,Yancey County,2020-03-06,88
North Carolina,Yancey County,2020-03-09,129
North Carolina,Yancey County,2020-03-10,99
North Carolina,Yancey County,2020-03-11,91
North Carolina,Yancey County,2020-03-12,88
North Carolina,Yancey County,2020-03-13,141
North Carolina,Yancey County,2020-03-16,100
North Carolina,Yancey County,2020-03-17,82
North Carolina,Yancey County,2020-03-18,80
North Carolina,Yancey County,2020-03-19,81
North Carolina,Yancey County,2020-03-20,55
North Dakota,,2020-03-02,97
North Dakota,,2020-03-03,98
North Dakota,,2020-03-04,101
North Dakota,,2020-03-05,103
North Dakota,,2020-03-06,118
North Dakota,,2020-03-09,97
North Dakota,,2020-03-10,101
North Dakota,,2020-03-11,105
North Dakota,,2020-03-12,108
North Dakota,,2020-03-13,115
North Dakota,,2020-03-16,86
North Dakota,,2020-03-17,82
North Dakota,,2020-03-18,70
North Dakota,,2020-03-19,63
North Dakota,,2020-03-20,70
North Dakota,Barnes County,2020-03-03,102
North Dakota,Barnes County,2020-03-04,99
North Dakota,Barnes County,2020-03-05,83
North Dakota,Barnes County,2020-03-10,72
North Dakota,Barnes County,2020-03-11,81
North Dakota,Barnes County,2020-03-12,82
North Dakota,Barnes County,2020-03-13,91
North Dakota,Barnes County,2020-03-20,43
North Dakota,Burleigh County,2020-03-02,97
North Dakota,Burleigh County,2020-03-03,99
North Dakota,Burleigh County,2020-03-04,97
North Dakota,Burleigh County,2020-03-05,101
North Dakota,Burleigh County,2020-03-06,108
North Dakota,Burleigh County,2020-03-09,99
North Dakota,Burleigh County,2020-03-10,106
North Dakota,Burleigh County,2020-03-11,106
North Dakota,Burleigh County,2020-03-12,106
North Dakota,Burleigh County,2020-03-13,106
North Dakota,Burleigh County,2020-03-16,85
North Dakota,Burleigh County,2020-03-17,84
North Dakota,Burleigh County,2020-03-18,75
North Dakota,Burleigh County,2020-03-19,72
North Dakota,Burleigh County,2020-03-20,73
North Dakota,Cass County,2020-03-02,100
North Dakota,Cass County,2020-03-03,98
North Dakota,Cass County,2020-03-04,101
North Dakota,Cass County,2020-03-05,104
North Dakota,Cass County,2020-03-06,111
North Dakota,Cass County,2020-03-09,94
North Dakota,Cass County,2020-03-10,100
North Dakota,Cass County,2020-03-11,101
North Dakota,Cass County,2020-03-12,107
North Dakota,Cass County,2020-03-13,116
North Dakota,Cass County,2020-03-16,86
North Dakota,Cass County,2020-03-17,77
North Dakota,Cass County,2020-03-18,65
North Dakota,Cass County,2020-03-19,57
North Dakota,Cass County,2020-03-20,66
North Dakota,Grand Forks County,2020-03-02,100
North Dakota,Grand Forks County,2020-03-03,96
North Dakota,Grand Forks County,2020-03-04,97
North Dakota,Grand Forks County,2020-03-05,100
North Dakota,Grand Forks County,2020-03-06,112
North Dakota,Grand Forks County,2020-03-09,96
North Dakota,Grand Forks County,2020-03-10,98
North Dakota,Grand Forks County,2020-03-11,104
North Dakota,Grand Forks County,2020-03-12,105
North Dakota,Grand Forks County,2020-03-13,119
North Dakota,Grand Forks County,2020-03-16,85
North Dakota,Grand Forks County,2020-03-17,88
North Dakota,Grand Forks County,2020-03-18,83
North Dakota,Grand Forks County,2020-03-19,61
North Dakota,Grand Forks County,2020-03-20,69
North Dakota,McKenzie County,2020-03-02,88
North Dakota,McKenzie County,2020-03-03,84
North Dakota,McKenzie County,2020-03-04,83
North Dakota,McKenzie County,2020-03-05,116
North Dakota,McKenzie County,2020-03-06,123
North Dakota,McKenzie County,2020-03-09,111
North Dakota,McKenzie County,2020-03-10,107
North Dakota,McKenzie County,2020-03-11,121
North Dakota,McKenzie County,2020-03-12,127
North Dakota,McKenzie County,2020-03-13,138
North Dakota,McKenzie County,2020-03-16,73
North Dakota,McKenzie County,2020-03-17,86
North Dakota,McKenzie County,2020-03-18,44
North Dakota,McKenzie County,2020-03-19,48
North Dakota,McKenzie County,2020-03-20,82
North Dakota,Mercer County,2020-03-02,31
North Dakota,Mercer County,2020-03-03,39
North Dakota,Mercer County,2020-03-04,126
North Dakota,Mercer County,2020-03-05,89
North Dakota,Mercer County,2020-03-06,159
North Dakota,Mercer County,2020-03-09,148
North Dakota,Mercer County,2020-03-10,154
North Dakota,Mercer County,2020-03-11,162
North Dakota,Mercer County,2020-03-12,156
North Dakota,Mercer County,2020-03-13,153
North Dakota,Mercer County,2020-03-16,32
North Dakota,Mercer County,2020-03-17,31
North Dakota,Mercer County,2020-03-18,46
North Dakota,Mercer County,2020-03-19,20
North Dakota,Mercer County,2020-03-20,46
North Dakota,Morton County,2020-03-02,99
North Dakota,Morton County,2020-03-03,98
North Dakota,Morton County,2020-03-04,99
North Dakota,Morton County,2020-03-05,103
North Dakota,Morton County,2020-03-06,113
North Dakota,Morton County,2020-03-09,94
North Dakota,Morton County,2020-03-10,91
North Dakota,Morton County,2020-03-11,99
North Dakota,Morton County,2020-03-12,109
North Dakota,Morton County,2020-03-13,106
North Dakota,Morton County,2020-03-16,95
North Dakota,Morton County,2020-03-17,89
North Dakota,Morton County,2020-03-18,71
North Dakota,Morton County,2020-03-19,59
North Dakota,Morton County,2020-03-20,68
North Dakota,Mountrail County,2020-03-02,53
North Dakota,Mountrail County,2020-03-03,57
North Dakota,Mountrail County,2020-03-04,88
North Dakota,Mountrail County,2020-03-05,33
North Dakota,Mountrail County,2020-03-06,73
North Dakota,Mountrail County,2020-03-09,84
North Dakota,Mountrail County,2020-03-10,51
North Dakota,Mountrail County,2020-03-11,102
North Dakota,Mountrail County,2020-03-12,81
North Dakota,Mountrail County,2020-03-13,107
North Dakota,Mountrail County,2020-03-16,52
North Dakota,Mountrail County,2020-03-17,63
North Dakota,Mountrail County,2020-03-18,97
North Dakota,Mountrail County,2020-03-19,15
North Dakota,Mountrail County,2020-03-20,95
North Dakota,Ramsey County,2020-03-02,131
North Dakota,Ramsey County,2020-03-03,100
North Dakota,Ramsey County,2020-03-04,111
North Dakota,Ramsey County,2020-03-05,78
North Dakota,Ramsey County,2020-03-06,162
North Dakota,Ramsey County,2020-03-09,97
North Dakota,Ramsey County,2020-03-10,78
North Dakota,Ramsey County,2020-03-11,129
North Dakota,Ramsey County,2020-03-12,114
North Dakota,Ramsey County,2020-03-13,109
North Dakota,Ramsey County,2020-03-16,93
North Dakota,Ramsey County,2020-03-17,80
North Dakota,Ramsey County,2020-03-18,63
North Dakota,Ramsey County,2020-03-19,78
North Dakota,Ramsey County,2020-03-20,69
North Dakota,Richland County,2020-03-02,70
North Dakota,Richland County,2020-03-03,94
North Dakota,Richland County,2020-03-04,100
North Dakota,Richland County,2020-03-05,88
North Dakota,Richland County,2020-03-06,206
North Dakota,Richland County,2020-03-09,100
North Dakota,Richland County,2020-03-10,111
North Dakota,Richland County,2020-03-11,109
North Dakota,Richland County,2020-03-12,91
North Dakota,Richland County,2020-03-13,247
North Dakota,Richland County,2020-03-16,117
North Dakota,Richland County,2020-03-17,114
North Dakota,Richland County,2020-03-18,87
North Dakota,Richland County,2020-03-19,90
North Dakota,Richland County,2020-03-20,109
North Dakota,Stark County,2020-03-02,101
North Dakota,Stark County,2020-03-03,97
North Dakota,Stark County,2020-03-04,99
North Dakota,Stark County,2020-03-05,115
North Dakota,Stark County,2020-03-06,118
North Dakota,Stark County,2020-03-09,93
North Dakota,Stark County,2020-03-10,98
North Dakota,Stark County,2020-03-11,98
North Dakota,Stark County,2020-03-12,98
North Dakota,Stark County,2020-03-13,105
North Dakota,Stark County,2020-03-16,92
North Dakota,Stark County,2020-03-17,84
North Dakota,Stark County,2020-03-18,82
North Dakota,Stark County,2020-03-19,76
North Dakota,Stark County,2020-03-20,78
North Dakota,Stutsman County,2020-03-02,91
North Dakota,Stutsman County,2020-03-03,101
North Dakota,Stutsman County,2020-03-04,100
North Dakota,Stutsman County,2020-03-05,110
North Dakota,Stutsman County,2020-03-06,142
North Dakota,Stutsman County,2020-03-09,106
North Dakota,Stutsman County,2020-03-10,101
North Dakota,Stutsman County,2020-03-11,112
North Dakota,Stutsman County,2020-03-12,122
North Dakota,Stutsman County,2020-03-13,114
North Dakota,Stutsman County,2020-03-16,97
North Dakota,Stutsman County,2020-03-17,90
North Dakota,Stutsman County,2020-03-18,91
North Dakota,Stutsman County,2020-03-19,71
North Dakota,Stutsman County,2020-03-20,98
North Dakota,Traill County,2020-03-02,90
North Dakota,Traill County,2020-03-03,118
North Dakota,Traill County,2020-03-04,156
North Dakota,Traill County,2020-03-05,75
North Dakota,Traill County,2020-03-06,190
North Dakota,Traill County,2020-03-09,110
North Dakota,Traill County,2020-03-10,222
North Dakota,Traill County,2020-03-11,44
North Dakota,Traill County,2020-03-12,159
North Dakota,Traill County,2020-03-13,55
North Dakota,Traill County,2020-03-17,42
North Dakota,Traill County,2020-03-18,17
North Dakota,Walsh County,2020-03-02,32
North Dakota,Walsh County,2020-03-03,94
North Dakota,Walsh County,2020-03-04,60
North Dakota,Walsh County,2020-03-05,100
North Dakota,Walsh County,2020-03-06,295
North Dakota,Walsh County,2020-03-09,60
North Dakota,Walsh County,2020-03-10,73
North Dakota,Walsh County,2020-03-11,55
North Dakota,Walsh County,2020-03-12,102
North Dakota,Walsh County,2020-03-13,31
North Dakota,Walsh County,2020-03-16,16
North Dakota,Walsh County,2020-03-17,23
North Dakota,Walsh County,2020-03-18,26
North Dakota,Walsh County,2020-03-19,9
North Dakota,Walsh County,2020-03-20,13
North Dakota,Ward County,2020-03-02,93
North Dakota,Ward County,2020-03-03,100
North Dakota,Ward County,2020-03-04,98
North Dakota,Ward County,2020-03-05,113
North Dakota,Ward County,2020-03-06,120
North Dakota,Ward County,2020-03-09,98
North Dakota,Ward County,2020-03-10,104
North Dakota,Ward County,2020-03-11,106
North Dakota,Ward County,2020-03-12,108
North Dakota,Ward County,2020-03-13,107
North Dakota,Ward County,2020-03-16,83
North Dakota,Ward County,2020-03-17,82
North Dakota,Ward County,2020-03-18,76
North Dakota,Ward County,2020-03-19,77
North Dakota,Ward County,2020-03-20,72
North Dakota,Williams County,2020-03-02,99
North Dakota,Williams County,2020-03-03,86
North Dakota,Williams County,2020-03-04,103
North Dakota,Williams County,2020-03-05,105
North Dakota,Williams County,2020-03-06,118
North Dakota,Williams County,2020-03-09,103
North Dakota,Williams County,2020-03-10,101
North Dakota,Williams County,2020-03-11,106
North Dakota,Williams County,2020-03-12,102
North Dakota,Williams County,2020-03-13,120
North Dakota,Williams County,2020-03-16,87
North Dakota,Williams County,2020-03-17,90
North Dakota,Williams County,2020-03-18,74
North Dakota,Williams County,2020-03-19,76
North Dakota,Williams County,2020-03-20,81
Ohio,,2020-03-02,97
Ohio,,2020-03-03,100
Ohio,,2020-03-04,101
Ohio,,2020-03-05,107
Ohio,,2020-03-06,115
Ohio,,2020-03-09,97
Ohio,,2020-03-10,99
Ohio,,2020-03-11,100
Ohio,,2020-03-12,100
Ohio,,2020-03-13,99
Ohio,,2020-03-16,71
Ohio,,2020-03-17,55
Ohio,,2020-03-18,44
Ohio,,2020-03-19,45
Ohio,,2020-03-20,51
Ohio,Adams County,2020-03-02,90
Ohio,Adams County,2020-03-03,101
Ohio,Adams County,2020-03-04,86
Ohio,Adams County,2020-03-05,104
Ohio,Adams County,2020-03-06,111
Ohio,Adams County,2020-03-09,90
Ohio,Adams County,2020-03-10,98
Ohio,Adams County,2020-03-11,84
Ohio,Adams County,2020-03-12,103
Ohio,Adams County,2020-03-13,96
Ohio,Adams County,2020-03-16,70
Ohio,Adams County,2020-03-17,53
Ohio,Adams County,2020-03-18,52
Ohio,Adams County,2020-03-19,40
Ohio,Adams County,2020-03-20,50
Ohio,Allen County,2020-03-02,92
Ohio,Allen County,2020-03-03,106
Ohio,Allen County,2020-03-04,104
Ohio,Allen County,2020-03-05,108
Ohio,Allen County,2020-03-06,119
Ohio,Allen County,2020-03-09,101
Ohio,Allen County,2020-03-10,99
Ohio,Allen County,2020-03-11,101
Ohio,Allen County,2020-03-12,107
Ohio,Allen County,2020-03-13,110
Ohio,Allen County,2020-03-16,90
Ohio,Allen County,2020-03-17,84
Ohio,Allen County,2020-03-18,73
Ohio,Allen County,2020-03-19,74
Ohio,Allen County,2020-03-20,78
Ohio,Ashland County,2020-03-02,112
Ohio,Ashland County,2020-03-03,86
Ohio,Ashland County,2020-03-04,86
Ohio,Ashland County,2020-03-05,100
Ohio,Ashland County,2020-03-06,151
Ohio,Ashland County,2020-03-09,114
Ohio,Ashland County,2020-03-10,106
Ohio,Ashland County,2020-03-11,120
Ohio,Ashland County,2020-03-12,94
Ohio,Ashland County,2020-03-13,111
Ohio,Ashland County,2020-03-16,89
Ohio,Ashland County,2020-03-17,63
Ohio,Ashland County,2020-03-18,48
Ohio,Ashland County,2020-03-19,59
Ohio,Ashland County,2020-03-20,64
Ohio,Ashtabula County,2020-03-02,106
Ohio,Ashtabula County,2020-03-03,99
Ohio,Ashtabula County,2020-03-04,89
Ohio,Ashtabula County,2020-03-05,105
Ohio,Ashtabula County,2020-03-06,118
Ohio,Ashtabula County,2020-03-09,86
Ohio,Ashtabula County,2020-03-10,93
Ohio,Ashtabula County,2020-03-11,95
Ohio,Ashtabula County,2020-03-12,98
Ohio,Ashtabula County,2020-03-13,107
Ohio,Ashtabula County,2020-03-16,78
Ohio,Ashtabula County,2020-03-17,50
Ohio,Ashtabula County,2020-03-18,43
Ohio,Ashtabula County,2020-03-19,53
Ohio,Ashtabula County,2020-03-20,46
Ohio,Athens County,2020-03-02,120
Ohio,Athens County,2020-03-03,98
Ohio,Athens County,2020-03-04,100
Ohio,Athens County,2020-03-05,168
Ohio,Athens County,2020-03-06,537
Ohio,Athens County,2020-03-09,300
Ohio,Athens County,2020-03-10,253
Ohio,Athens County,2020-03-11,245
Ohio,Athens County,2020-03-12,315
Ohio,Athens County,2020-03-13,264
Ohio,Athens County,2020-03-16,152
Ohio,Athens County,2020-03-17,101
Ohio,Athens County,2020-03-18,93
Ohio,Athens County,2020-03-19,98
Ohio,Athens County,2020-03-20,137
Ohio,Auglaize County,2020-03-02,88
Ohio,Auglaize County,2020-03-03,100
Ohio,Auglaize County,2020-03-04,106
Ohio,Auglaize County,2020-03-05,107
Ohio,Auglaize County,2020-03-06,121
Ohio,Auglaize County,2020-03-09,99
Ohio,Auglaize County,2020-03-10,93
Ohio,Auglaize County,2020-03-11,97
Ohio,Auglaize County,2020-03-12,96
Ohio,Auglaize County,2020-03-13,109
Ohio,Auglaize County,2020-03-16,87
Ohio,Auglaize County,2020-03-17,59
Ohio,Auglaize County,2020-03-18,53
Ohio,Auglaize County,2020-03-19,51
Ohio,Auglaize County,2020-03-20,63
Ohio,Belmont County,2020-03-02,90
Ohio,Belmont County,2020-03-03,100
Ohio,Belmont County,2020-03-04,96
Ohio,Belmont County,2020-03-05,103
Ohio,Belmont County,2020-03-06,105
Ohio,Belmont County,2020-03-09,96
Ohio,Belmont County,2020-03-10,94
Ohio,Belmont County,2020-03-11,94
Ohio,Belmont County,2020-03-12,97
Ohio,Belmont County,2020-03-13,98
Ohio,Belmont County,2020-03-16,78
Ohio,Belmont County,2020-03-17,64
Ohio,Belmont County,2020-03-18,55
Ohio,Belmont County,2020-03-19,59
Ohio,Belmont County,2020-03-20,69
Ohio,Brown County,2020-03-02,87
Ohio,Brown County,2020-03-03,100
Ohio,Brown County,2020-03-04,96
Ohio,Brown County,2020-03-05,159
Ohio,Brown County,2020-03-06,139
Ohio,Brown County,2020-03-09,102
Ohio,Brown County,2020-03-10,104
Ohio,Brown County,2020-03-11,94
Ohio,Brown County,2020-03-12,91
Ohio,Brown County,2020-03-13,117
Ohio,Brown County,2020-03-16,70
Ohio,Brown County,2020-03-17,64
Ohio,Brown County,2020-03-18,47
Ohio,Brown County,2020-03-19,58
Ohio,Brown County,2020-03-20,60
Ohio,Butler County,2020-03-02,95
Ohio,Butler County,2020-03-03,102
Ohio,Butler County,2020-03-04,101
Ohio,Butler County,2020-03-05,107
Ohio,Butler County,2020-03-06,115
Ohio,Butler County,2020-03-09,96
Ohio,Butler County,2020-03-10,100
Ohio,Butler County,2020-03-11,101
Ohio,Butler County,2020-03-12,105
Ohio,Butler County,2020-03-13,100
Ohio,Butler County,2020-03-16,76
Ohio,Butler County,2020-03-17,65
Ohio,Butler County,2020-03-18,43
Ohio,Butler County,2020-03-19,45
Ohio,Butler County,2020-03-20,56
Ohio,Carroll County,2020-03-02,90
Ohio,Carroll County,2020-03-03,96
Ohio,Carroll County,2020-03-04,101
Ohio,Carroll County,2020-03-05,111
Ohio,Carroll County,2020-03-06,123
Ohio,Carroll County,2020-03-09,92
Ohio,Carroll County,2020-03-10,101
Ohio,Carroll County,2020-03-11,83
Ohio,Carroll County,2020-03-12,86
Ohio,Carroll County,2020-03-13,90
Ohio,Carroll County,2020-03-16,66
Ohio,Carroll County,2020-03-17,51
Ohio,Carroll County,2020-03-18,49
Ohio,Carroll County,2020-03-19,44
Ohio,Carroll County,2020-03-20,61
Ohio,Champaign County,2020-03-02,97
Ohio,Champaign County,2020-03-03,99
Ohio,Champaign County,2020-03-04,101
Ohio,Champaign County,2020-03-05,113
Ohio,Champaign County,2020-03-06,116
Ohio,Champaign County,2020-03-09,94
Ohio,Champaign County,2020-03-10,91
Ohio,Champaign County,2020-03-11,100
Ohio,Champaign County,2020-03-12,92
Ohio,Champaign County,2020-03-13,108
Ohio,Champaign County,2020-03-16,86
Ohio,Champaign County,2020-03-17,73
Ohio,Champaign County,2020-03-18,64
Ohio,Champaign County,2020-03-19,63
Ohio,Champaign County,2020-03-20,69
Ohio,Clark County,2020-03-02,93
Ohio,Clark County,2020-03-03,97
Ohio,Clark County,2020-03-04,101
Ohio,Clark County,2020-03-05,96
Ohio,Clark County,2020-03-06,112
Ohio,Clark County,2020-03-09,96
Ohio,Clark County,2020-03-10,102
Ohio,Clark County,2020-03-11,98
Ohio,Clark County,2020-03-12,102
Ohio,Clark County,2020-03-13,100
Ohio,Clark County,2020-03-16,73
Ohio,Clark County,2020-03-17,68
Ohio,Clark County,2020-03-18,54
Ohio,Clark County,2020-03-19,59
Ohio,Clark County,2020-03-20,58
Ohio,Clermont County,2020-03-02,92
Ohio,Clermont County,2020-03-03,98
Ohio,Clermont County,2020-03-04,100
Ohio,Clermont County,2020-03-05,101
Ohio,Clermont County,2020-03-06,109
Ohio,Clermont County,2020-03-09,92
Ohio,Clermont County,2020-03-10,94
Ohio,Clermont County,2020-03-11,96
Ohio,Clermont County,2020-03-12,92
Ohio,Clermont County,2020-03-13,88
Ohio,Clermont County,2020-03-16,62
Ohio,Clermont County,2020-03-17,47
Ohio,Clermont County,2020-03-18,39
Ohio,Clermont County,2020-03-19,38
Ohio,Clermont County,2020-03-20,47
Ohio,Clinton County,2020-03-02,110
Ohio,Clinton County,2020-03-03,107
Ohio,Clinton County,2020-03-04,110
Ohio,Clinton County,2020-03-05,101
Ohio,Clinton County,2020-03-06,141
Ohio,Clinton County,2020-03-09,106
Ohio,Clinton County,2020-03-10,94
Ohio,Clinton County,2020-03-11,124
Ohio,Clinton County,2020-03-12,113
Ohio,Clinton County,2020-03-13,111
Ohio,Clinton County,2020-03-16,68
Ohio,Clinton County,2020-03-17,71
Ohio,Clinton County,2020-03-18,56
Ohio,Clinton County,2020-03-19,56
Ohio,Clinton County,2020-03-20,62
Ohio,Columbiana County,2020-03-02,105
Ohio,Columbiana County,2020-03-03,100
Ohio,Columbiana County,2020-03-04,91
Ohio,Columbiana County,2020-03-05,95
Ohio,Columbiana County,2020-03-06,119
Ohio,Columbiana County,2020-03-09,94
Ohio,Columbiana County,2020-03-10,100
Ohio,Columbiana County,2020-03-11,86
Ohio,Columbiana County,2020-03-12,95
Ohio,Columbiana County,2020-03-13,87
Ohio,Columbiana County,2020-03-16,77
Ohio,Columbiana County,2020-03-17,54
Ohio,Columbiana County,2020-03-18,36
Ohio,Columbiana County,2020-03-19,39
Ohio,Columbiana County,2020-03-20,45
Ohio,Coshocton County,2020-03-02,94
Ohio,Coshocton County,2020-03-03,96
Ohio,Coshocton County,2020-03-04,101
Ohio,Coshocton County,2020-03-05,103
Ohio,Coshocton County,2020-03-06,100
Ohio,Coshocton County,2020-03-09,106
Ohio,Coshocton County,2020-03-10,80
Ohio,Coshocton County,2020-03-11,99
Ohio,Coshocton County,2020-03-12,92
